,법정동명,지하철역,버스정류소,서점,골프연습장업,목욕장업,세탁업,영화상영관,제과점영업,체력단련장업,구분없음,대규모점포,대형마트,백화점,복합쇼핑몰,쇼핑센터,시장,병원,약국,의원,치안센터,경찰서,119안전센터,공원수,노래방수,당구장,도서관,박물관미술관,우체국,음식점수,카페수,패스트푸드
160,만리동2가,0,3,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,2,4,0,0,0,4,0,1,2.0,1.0,1.0,14.0,6.0,0.0
161,후암동,0,19,1,1,3,6,0,5,1,0,0,0,0,0,0,0,0,5,14,0,1,1,0,3,2,2.0,0.0,0.0,183.0,14.0,1.0
162,용산동2가,0,26,4,0,1,3,0,5,1,0,0,0,0,0,0,0,0,2,6,1,0,0,0,2,2,0.0,0.0,0.0,249.0,16.0,2.0
163,용산동4가,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
164,갈월동,1,9,1,0,1,2,0,5,2,0,0,0,0,0,0,0,0,4,26,0,0,0,0,3,4,0.0,0.0,0.0,103.0,14.0,3.0
165,남영동,0,3,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,2,8,0,0,0,0,7,2,0.0,0.0,0.0,144.0,5.0,1.0
166,용산동1가,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,2.0,3.0,0.0
167,동자동,1,6,1,2,1,2,0,13,1,0,0,0,0,0,0,0,0,2,4,1,0,0,0,2,4,0.0,0.0,0.0,168.0,18.0,3.0
168,서계동,0,8,0,0,0,3,0,3,1,0,0,0,0,0,0,1,1,2,8,0,0,0,0,3,2,1.0,0.0,0.0,101.0,9.0,1.0
169,청파동1가,0,3,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0.0,0.0,0.0,37.0,5.0,0.0
170,청파동2가,0,10,1,0,1,3,0,3,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0.0,3.0,3.0,108.0,31.0,1.0
171,청파동3가,0,3,1,2,2,2,0,2,1,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,1,0.0,0.0,0.0,110.0,11.0,0.0
172,원효로1가,0,10,0,1,0,3,0,5,5,1,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,1.0,0.0,0.0,114.0,16.0,2.0
173,원효로2가,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,5,1,0.0,0.0,0.0,98.0,3.0,1.0
174,신창동,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,4.0,0.0
175,산천동,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1.0,0.0
176,청암동,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0
177,원효로3가,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0.0,0.0,0.0,61.0,4.0,0.0
178,원효로4가,0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0,24.0,6.0,0.0
179,효창동,1,14,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,5,7,0,0,0,1,0,2,0.0,2.0,2.0,50.0,9.0,0.0
180,도원동,0,6,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,12.0,4.0,0.0
181,용문동,0,11,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,1,0.0,0.0,0.0,91.0,10.0,0.0
182,문배동,0,6,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0.0,0.0,0.0,25.0,3.0,0.0
183,신계동,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,54.0,3.0,0.0
184,한강로1가,2,5,0,1,0,4,0,3,0,0,1,0,0,0,0,0,0,1,7,0,1,0,0,5,3,0.0,0.0,0.0,147.0,9.0,0.0
185,한강로2가,1,11,1,1,0,4,0,10,1,0,2,1,0,0,0,0,0,3,37,0,0,1,0,3,2,0.0,1.0,1.0,369.0,43.0,3.0
186,용산동3가,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,27.0,4.0,0.0
187,용산동5가,1,3,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0.0,0.0,0.0,19.0,8.0,0.0
188,한강로3가,0,22,2,2,3,5,28,13,6,1,0,0,1,0,1,0,0,10,17,0,0,0,2,2,3,0.0,0.0,0.0,349.0,62.0,5.0
189,이촌동,0,31,0,4,3,9,0,6,6,1,0,0,0,0,0,0,1,4,35,1,0,1,7,1,1,0.0,0.0,0.0,198.0,15.0,0.0
190,이태원동,1,34,3,1,4,10,0,16,9,0,0,0,0,0,1,1,0,2,24,0,1,1,2,10,2,0.0,0.0,0.0,1034.0,42.0,2.0
191,한남동,1,39,3,3,2,9,0,23,26,1,0,0,0,0,0,0,1,6,24,1,1,0,3,9,2,0.0,2.0,2.0,759.0,67.0,4.0
192,동빙고동,0,6,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,34.0,3.0,0.0
193,서빙고동,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,10.0,3.0,0.0
194,주성동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
195,용산동6가,0,6,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0.0,0.0,0.0,13.0,4.0,0.0
196,보광동,0,11,1,0,5,8,0,2,4,0,0,0,0,0,0,1,0,6,20,0,1,0,0,5,4,0.0,0.0,0.0,190.0,11.0,2.0
197,상왕십리동,0,5,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,7,0,0,0,1,1,0,1.0,0.0,0.0,55.0,3.0,0.0
198,하왕십리동,1,27,2,4,2,10,0,9,8,0,0,0,0,0,0,0,1,12,35,1,0,0,4,5,2,0.0,0.0,0.0,181.0,31.0,3.0
199,홍익동,0,3,0,1,0,2,0,3,1,0,0,0,0,0,0,0,1,2,4,0,1,0,0,5,0,0.0,0.0,0.0,97.0,10.0,0.0
200,도선동,0,4,0,0,1,6,0,4,7,0,0,0,0,0,0,0,1,6,27,0,0,1,0,7,6,0.0,0.0,0.0,143.0,10.0,0.0
201,마장동,1,29,0,4,0,9,0,3,2,0,0,0,0,0,0,1,0,6,21,2,0,0,0,8,9,0.0,1.0,1.0,176.0,9.0,1.0
202,사근동,0,20,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0.0,2.0,2.0,44.0,9.0,1.0
203,행당동,4,69,3,6,0,18,10,20,11,1,3,1,0,1,0,0,1,21,60,0,2,1,2,31,15,2.0,0.0,0.0,591.0,64.0,11.0
204,응봉동,0,31,0,3,1,7,0,1,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,1,1,0.0,0.0,0.0,27.0,2.0,0.0
205,금호동1가,0,37,0,2,1,9,0,1,3,1,0,0,0,0,0,0,0,6,13,0,0,1,0,3,1,1.0,1.0,1.0,63.0,12.0,2.0
206,금호동2가,1,18,3,0,0,4,0,2,1,0,0,0,0,0,0,0,0,4,9,0,1,0,1,4,4,0.0,0.0,0.0,87.0,4.0,1.0
207,금호동3가,0,25,1,1,0,6,0,5,1,1,0,0,0,0,0,1,0,10,18,0,0,0,2,4,1,0.0,0.0,0.0,116.0,11.0,2.0
208,금호동4가,1,28,1,2,2,4,0,6,3,0,0,0,0,0,0,0,0,7,21,1,1,0,1,12,2,0.0,0.0,0.0,100.0,13.0,0.0
209,옥수동,1,44,1,3,2,11,0,10,11,0,1,0,0,0,0,0,0,8,34,0,0,0,2,4,1,1.0,0.0,0.0,132.0,18.0,0.0
210,성수동1가,1,46,5,7,2,13,7,32,13,1,0,0,0,0,0,0,0,7,29,2,0,0,2,24,11,1.0,1.0,1.0,740.0,108.0,7.0
211,성수동2가,1,51,1,9,5,18,0,26,19,0,1,1,0,0,0,1,1,18,45,0,2,1,3,40,19,0.0,0.0,0.0,1005.0,118.0,11.0
212,송정동,0,12,0,0,0,5,0,4,1,0,0,0,0,0,0,0,1,3,3,0,0,0,1,6,2,0.0,0.0,0.0,72.0,10.0,2.0
213,용답동,3,12,0,2,1,4,0,1,3,0,0,0,0,0,0,1,2,8,21,0,1,0,1,14,5,1.0,0.0,0.0,188.0,23.0,1.0
214,중곡동,1,87,3,10,7,39,0,27,26,0,3,0,0,0,0,0,1,41,117,0,4,1,1,71,46,1.0,0.0,0.0,841.0,105.0,10.0
215,능동,3,11,0,2,0,4,0,3,4,0,0,0,0,0,0,0,2,4,16,0,0,1,2,18,5,0.0,1.0,1.0,124.0,29.0,3.0
216,구의동,2,57,2,20,5,43,11,27,41,1,5,0,0,1,0,0,1,33,103,1,1,1,2,61,43,2.0,0.0,0.0,886.0,134.0,23.0
217,광장동,1,36,2,5,5,9,0,9,9,0,1,0,0,0,0,0,0,7,25,0,1,0,0,2,8,1.0,0.0,0.0,174.0,40.0,4.0
218,자양동,1,57,5,21,7,54,16,35,41,0,5,1,1,0,0,0,4,42,123,1,3,0,4,70,68,2.0,0.0,0.0,1020.0,145.0,14.0
219,화양동,3,17,1,4,0,11,1,15,17,1,1,0,0,0,0,0,3,15,51,0,1,0,1,71,50,0.0,1.0,1.0,863.0,93.0,12.0
220,군자동,0,25,0,4,1,12,9,7,15,0,1,0,0,0,0,0,1,9,33,0,0,0,0,14,21,1.0,1.0,1.0,338.0,46.0,2.0
221,신설동,2,10,0,3,2,3,0,3,4,0,2,0,0,0,0,0,1,4,13,1,0,0,0,9,4,1.0,0.0,0.0,230.0,18.0,2.0
222,용두동,1,28,0,6,2,16,0,6,6,0,1,1,0,0,0,1,5,20,43,1,1,1,2,13,7,1.0,0.0,0.0,360.0,38.0,6.0
223,제기동,1,28,0,2,1,7,0,11,9,1,0,0,0,0,0,2,2,72,79,0,1,0,1,5,3,0.0,1.0,1.0,478.0,30.0,7.0
224,전농동,1,48,3,4,5,26,8,17,10,1,1,0,0,0,0,1,2,25,37,1,2,1,2,21,9,1.0,1.0,1.0,475.0,59.0,9.0
225,답십리동,0,41,0,6,2,17,0,14,14,0,0,0,0,0,0,1,4,24,50,2,1,0,3,25,10,1.0,0.0,0.0,388.0,41.0,3.0
226,장안동,1,59,2,16,4,39,7,27,27,1,2,1,0,0,0,1,7,48,54,2,2,1,3,53,34,1.0,0.0,0.0,963.0,80.0,12.0
227,청량리동,0,24,0,0,3,7,0,5,7,0,1,0,0,0,0,0,1,20,55,0,1,1,2,16,10,1.0,0.0,0.0,252.0,14.0,3.0
228,회기동,0,9,1,1,2,4,0,11,11,1,1,0,0,0,0,0,2,16,8,0,1,0,1,16,2,0.0,0.0,0.0,374.0,41.0,2.0
229,휘경동,0,31,0,6,1,18,0,9,12,0,0,0,0,0,0,1,0,20,18,1,1,1,2,10,4,2.0,0.0,0.0,267.0,37.0,6.0
230,이문동,0,37,1,1,1,13,0,8,6,1,1,0,0,1,0,1,0,21,23,1,1,0,0,13,3,0.0,3.0,3.0,400.0,40.0,9.0
231,면목동,3,125,5,8,6,66,0,36,23,0,0,0,0,1,0,1,1,44,98,5,4,1,3,120,34,1.0,0.0,0.0,1341.0,126.0,13.0
232,상봉동,1,31,2,3,1,19,14,12,16,0,0,1,0,1,0,0,2,18,47,1,0,0,0,67,17,1.0,0.0,0.0,580.0,61.0,9.0
233,중화동,1,42,4,3,4,16,0,7,7,0,0,0,0,0,0,0,1,13,33,1,1,1,0,45,10,0.0,0.0,0.0,386.0,40.0,7.0
234,묵동,1,50,1,4,2,20,8,12,7,0,0,0,0,0,0,0,0,16,41,0,1,0,2,37,11,1.0,0.0,0.0,385.0,43.0,5.0
235,망우동,0,67,0,3,4,23,0,16,8,0,0,1,0,0,0,0,3,24,39,2,1,1,0,43,12,2.0,0.0,0.0,487.0,68.0,11.0
236,신내동,2,69,1,6,3,19,0,17,9,1,0,0,0,0,0,0,1,24,25,0,1,1,6,13,8,0.0,0.0,0.0,318.0,50.0,6.0
237,성북동,0,35,2,1,0,7,0,4,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0.0,5.0,5.0,94.0,28.0,1.0
238,성북동1가,0,7,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0.0,0.0,0.0,43.0,5.0,0.0
239,돈암동,0,46,0,5,1,12,3,3,3,1,2,0,0,0,0,1,0,7,16,1,1,0,3,1,0,3.0,0.0,0.0,81.0,14.0,2.0
240,동소문동1가,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,1,0.0,0.0,0.0,26.0,5.0,2.0
241,동소문동2가,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,10,0,0,0,0,3,1,0.0,0.0,0.0,70.0,5.0,1.0
242,동소문동3가,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,8,0,0,0,0,1,4,0.0,0.0,0.0,13.0,3.0,0.0
243,동소문동4가,0,2,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0.0,0.0,0.0,18.0,5.0,1.0
244,동소문동5가,0,2,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,2,6,0,0,0,0,1,4,0.0,0.0,0.0,85.0,2.0,0.0
245,동소문동6가,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,5,23,0,0,0,0,1,0,0.0,0.0,0.0,25.0,8.0,0.0
246,동소문동7가,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15.0,2.0,1.0
247,삼선동1가,1,5,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,1,0.0,0.0,0.0,30.0,6.0,2.0
248,삼선동2가,0,13,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,0.0,0.0,0.0,71.0,7.0,1.0
249,삼선동3가,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,12.0,3.0,0.0
250,삼선동4가,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,2,1,0.0,0.0,0.0,56.0,10.0,0.0
251,삼선동5가,0,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3,0,0.0,0.0,0.0,70.0,11.0,1.0
252,동선동1가,0,2,0,0,0,0,5,3,7,0,0,0,0,0,1,0,1,6,13,0,0,0,0,18,7,0.0,0.0,0.0,268.0,19.0,2.0
253,동선동2가,0,6,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,115.0,16.0,2.0
254,동선동3가,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,38.0,9.0,1.0
255,동선동4가,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,14,0,0,0,0,1,1,0.0,0.0,0.0,46.0,12.0,2.0
256,동선동5가,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,0.0,30.0,3.0,1.0
257,안암동1가,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,29.0,8.0,0.0
258,안암동2가,0,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,19.0,6.0,0.0
259,안암동3가,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,11.0,2.0,0.0
260,안암동4가,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,6.0,2.0,0.0
261,안암동5가,1,20,1,0,1,0,0,7,6,0,0,0,0,0,0,0,1,10,9,0,0,0,0,14,10,0.0,1.0,1.0,323.0,48.0,8.0
262,보문동4가,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0.0,0.0,0.0,25.0,4.0,0.0
263,보문동5가,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0.0,0.0,0.0,22.0,4.0,2.0
264,보문동6가,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,8.0,3.0,0.0
265,보문동7가,0,2,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,0.0,45.0,2.0,0.0
266,보문동1가,1,4,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,19.0,3.0,0.0
267,보문동2가,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.0,0.0,0.0,18.0,3.0,0.0
268,보문동3가,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
269,정릉동,0,133,6,10,5,27,0,19,10,0,0,0,0,0,0,1,2,27,38,3,2,0,3,19,22,2.0,1.0,1.0,505.0,67.0,12.0
270,길음동,1,39,3,2,1,13,0,24,9,2,3,4,1,0,0,1,0,21,35,2,1,1,2,6,5,2.0,0.0,0.0,235.0,49.0,7.0
271,종암동,1,57,2,6,2,17,0,9,7,0,1,0,0,0,0,0,2,19,35,1,1,1,0,12,10,1.0,0.0,0.0,276.0,36.0,6.0
272,하월곡동,1,54,1,6,2,20,0,16,10,0,1,1,0,0,0,0,1,25,36,0,1,0,4,23,13,2.0,0.0,0.0,409.0,54.0,11.0
273,상월곡동,1,11,0,3,0,3,0,2,1,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,2,1.0,1.0,1.0,71.0,12.0,1.0
274,장위동,0,99,1,1,2,24,0,10,5,1,2,0,0,0,0,2,0,23,24,2,0,1,1,11,14,1.0,0.0,0.0,332.0,42.0,3.0
275,석관동,1,30,2,2,2,15,0,6,6,0,2,0,0,0,0,2,0,17,34,1,1,0,3,16,13,1.0,0.0,0.0,339.0,29.0,5.0
276,미아동,2,150,6,3,13,67,6,41,22,0,3,4,0,2,1,0,8,58,202,3,3,2,4,94,33,5.0,2.0,2.0,1408.0,105.0,20.0
277,번동,0,98,3,7,5,25,6,10,7,0,0,0,0,0,0,0,4,18,66,0,2,1,2,36,14,1.0,0.0,0.0,423.0,34.0,11.0
278,수유동,1,144,1,4,8,50,9,34,16,0,4,0,0,1,0,2,3,34,126,1,4,1,0,161,40,1.0,0.0,0.0,1432.0,90.0,16.0
279,우이동,0,16,0,0,1,6,0,3,0,0,0,0,0,0,0,0,0,8,7,1,0,0,2,9,4,0.0,1.0,1.0,174.0,11.0,1.0
280,쌍문동,0,94,7,6,4,33,0,12,20,0,1,0,0,0,0,0,6,18,44,0,2,1,6,31,20,3.0,2.0,2.0,468.0,68.0,6.0
281,방학동,0,78,2,10,5,28,7,26,19,1,1,1,0,0,0,0,5,16,45,1,2,2,4,76,42,2.0,0.0,0.0,626.0,66.0,9.0
282,창동,2,114,6,12,6,34,5,32,31,1,2,1,0,0,0,0,3,33,75,0,2,1,5,80,48,2.0,0.0,0.0,775.0,114.0,15.0
283,도봉동,1,82,2,7,4,21,0,11,7,0,2,0,0,0,0,0,2,10,23,0,2,0,7,44,17,2.0,0.0,0.0,445.0,43.0,3.0
284,월계동,1,106,3,7,3,17,0,23,11,0,0,0,0,0,1,0,1,25,65,3,1,1,0,35,16,3.0,1.0,1.0,448.0,59.0,17.0
285,공릉동,4,107,5,11,3,24,0,34,20,2,1,0,0,0,0,0,2,40,97,1,1,1,0,45,26,2.0,3.0,3.0,768.0,123.0,22.0
286,하계동,1,55,0,6,1,12,0,7,3,0,1,0,0,0,0,0,0,15,23,1,0,1,0,2,2,1.0,0.0,0.0,181.0,38.0,7.0
287,상계동,6,191,12,21,8,60,17,70,49,1,3,0,1,0,1,0,10,99,361,2,4,2,0,145,50,2.0,0.0,0.0,1613.0,233.0,33.0
288,중계동,1,75,5,17,7,28,11,30,18,2,1,1,1,1,0,0,1,40,130,1,2,0,0,34,14,4.0,0.0,0.0,557.0,108.0,20.0
289,수색동,0,18,1,0,0,5,0,2,0,0,1,1,0,0,0,0,0,5,9,1,0,1,0,3,3,0.0,0.0,0.0,87.0,8.0,2.0
290,녹번동,2,23,2,5,1,14,1,12,4,0,0,0,0,0,0,0,2,8,23,0,0,1,6,15,7,0.0,0.0,0.0,260.0,30.0,0.0
291,불광동,1,63,0,7,6,24,0,16,13,0,2,0,0,1,2,0,2,17,76,2,1,0,5,12,14,1.0,1.0,1.0,444.0,38.0,5.0
292,갈현동,2,72,3,8,5,20,0,14,15,0,0,0,0,0,0,0,2,15,44,1,1,0,1,57,30,0.0,0.0,0.0,679.0,50.0,5.0
293,구산동,1,34,1,3,0,14,0,12,3,0,1,1,0,0,0,0,2,7,22,1,0,0,7,1,1,1.0,0.0,0.0,117.0,24.0,3.0
294,대조동,2,26,2,2,1,12,9,16,12,0,2,0,0,0,2,0,2,20,89,0,1,0,1,16,13,0.0,0.0,0.0,405.0,37.0,12.0
295,응암동,0,82,4,6,6,30,0,28,28,0,2,1,0,0,0,2,2,30,93,1,2,0,3,46,32,1.0,0.0,0.0,705.0,71.0,11.0
296,역촌동,0,51,3,4,3,17,0,17,14,0,2,0,0,0,0,1,1,16,37,1,1,1,0,25,20,0.0,0.0,0.0,391.0,37.0,4.0
297,신사동,4,74,6,27,10,39,17,89,63,4,0,0,0,1,0,0,12,94,699,1,2,0,2,39,20,1.0,5.0,5.0,2206.0,217.0,23.0
298,증산동,2,12,0,5,1,7,0,8,3,0,0,0,0,0,0,0,0,9,19,1,0,0,0,8,11,1.0,0.0,0.0,139.0,12.0,1.0
299,진관동,1,61,1,4,1,16,8,30,7,0,0,0,0,0,1,0,1,22,53,2,1,1,9,3,3,3.0,1.0,1.0,310.0,55.0,6.0
300,충정로2가,0,11,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,9,0,0,0,0,4,1,0.0,0.0,0.0,99.0,11.0,0.0
301,충정로3가,2,18,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,2,0.0,1.0,1.0,144.0,18.0,3.0
302,합동,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,22.0,4.0,0.0
303,미근동,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,2,0.0,0.0,0.0,70.0,7.0,0.0
304,냉천동,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,2,0.0,0.0,0.0,83.0,7.0,0.0
305,천연동,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,24.0,2.0,0.0
306,옥천동,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0.0,0.0,0.0,19.0,1.0,0.0
307,영천동,0,8,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,3,11,0,0,0,0,5,0,0.0,0.0,0.0,25.0,1.0,0.0
308,현저동,1,15,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,5.0,2.0,0.0
309,북아현동,0,26,0,0,2,11,0,7,1,0,0,0,0,0,0,0,1,9,16,1,0,1,0,3,4,0.0,2.0,2.0,146.0,26.0,2.0
310,홍제동,2,75,2,4,6,18,0,17,10,4,0,0,0,0,0,0,1,30,53,0,1,0,4,22,10,0.0,0.0,0.0,456.0,41.0,7.0
311,대현동,0,12,1,0,2,2,2,6,3,0,1,0,0,0,0,0,0,6,10,0,1,0,1,4,0,0.0,0.0,0.0,265.0,68.0,4.0
312,대신동,0,11,1,0,0,1,2,3,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0.0,1.0,1.0,44.0,5.0,0.0
313,신촌동,0,4,0,0,0,0,8,7,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,20.0,20.0,4.0
