,법정동명,지하철역,버스정류소,서점,골프연습장업,목욕장업,세탁업,영화상영관,제과점영업,체력단련장업,구분없음,대규모점포,대형마트,백화점,복합쇼핑몰,쇼핑센터,시장,병원,약국,의원,치안센터,경찰서,119안전센터,공원수,노래방수,당구장,도서관,박물관미술관,우체국,음식점수,카페수,패스트푸드
314,봉원동,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
315,창천동,0,21,5,0,1,6,10,14,7,1,0,0,1,0,0,0,1,18,36,1,0,0,2,28,4,0.0,1.0,1.0,762.0,63.0,11.0
316,연희동,0,56,8,1,2,14,1,21,11,0,0,0,0,0,0,1,1,14,29,0,1,1,1,3,6,1.0,1.0,1.0,378.0,89.0,5.0
317,홍은동,0,97,2,6,3,18,0,12,6,2,0,0,0,0,0,0,1,15,22,0,2,1,3,9,8,1.0,0.0,0.0,350.0,43.0,3.0
318,북가좌동,0,44,3,0,1,19,0,11,10,2,0,0,0,0,0,0,0,13,36,0,1,1,1,13,6,0.0,0.0,0.0,287.0,38.0,3.0
319,남가좌동,0,42,1,1,2,11,0,15,8,4,0,0,0,0,0,2,1,23,44,0,1,0,2,18,8,1.0,0.0,0.0,393.0,55.0,8.0
320,아현동,2,22,2,2,1,10,0,3,6,0,0,0,0,0,0,0,1,10,49,1,0,0,3,1,4,1.0,0.0,0.0,164.0,20.0,4.0
321,공덕동,2,21,1,5,1,9,0,9,9,1,0,1,0,0,0,2,0,15,44,0,1,1,2,5,7,0.0,0.0,0.0,395.0,36.0,8.0
322,신공덕동,0,9,0,1,0,4,0,7,2,0,0,1,0,0,0,0,0,4,14,0,0,0,1,4,0,0.0,0.0,0.0,64.0,11.0,3.0
323,도화동,1,38,3,6,3,12,0,9,11,0,1,0,0,0,0,0,1,12,75,1,0,0,0,23,6,0.0,0.0,0.0,489.0,46.0,7.0
324,용강동,0,8,1,4,1,3,0,4,4,1,0,0,0,0,0,0,0,2,5,0,1,0,2,15,4,0.0,0.0,0.0,171.0,9.0,2.0
325,토정동,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0
326,마포동,0,2,1,2,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,45.0,1.0,0.0
327,대흥동,1,24,1,2,0,7,0,10,4,1,0,0,0,0,0,0,0,7,34,1,0,0,3,4,4,0.0,0.0,0.0,200.0,20.0,5.0
328,염리동,1,12,1,1,2,9,0,4,4,1,0,0,0,0,0,0,0,1,15,0,0,1,0,6,2,1.0,0.0,0.0,149.0,24.0,2.0
329,노고산동,1,14,0,0,0,3,0,4,7,0,1,0,0,0,0,0,1,7,51,1,0,0,2,8,2,0.0,1.0,1.0,171.0,24.0,3.0
330,신수동,0,25,1,2,0,8,0,6,3,1,0,0,0,0,0,1,2,5,6,0,0,1,1,4,2,0.0,0.0,0.0,168.0,33.0,3.0
331,현석동,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,9.0,1.0,1.0
332,구수동,0,5,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0.0,0.0,0.0,32.0,3.0,1.0
333,창전동,1,34,0,2,1,5,0,4,6,0,1,0,0,0,0,0,0,3,12,0,1,0,1,1,1,1.0,1.0,1.0,147.0,15.0,2.0
334,상수동,1,18,1,2,1,1,0,11,3,0,0,0,0,0,0,0,0,2,7,0,0,0,2,1,1,0.0,1.0,1.0,335.0,26.0,0.0
335,하중동,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0
336,신정동,3,165,10,27,6,61,0,56,49,3,2,0,0,0,0,0,7,50,184,2,3,2,2,79,27,4.0,0.0,0.0,1059.0,162.0,21.0
337,당인동,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,9.0,2.0,0.0
338,서교동,1,58,17,3,1,9,5,36,28,0,0,1,0,0,0,2,0,17,56,1,1,1,1,37,16,1.0,0.0,0.0,1853.0,179.0,10.0
339,동교동,1,18,7,1,0,1,24,17,8,0,0,0,0,0,2,0,1,12,68,1,0,0,0,16,8,0.0,0.0,0.0,578.0,67.0,4.0
340,합정동,1,29,9,1,0,8,0,18,11,0,0,0,0,0,0,1,1,7,21,0,0,0,1,11,4,0.0,1.0,1.0,535.0,67.0,4.0
341,망원동,1,53,9,1,2,20,0,25,9,0,0,0,0,0,0,0,0,17,28,1,1,0,0,30,13,0.0,0.0,0.0,688.0,84.0,10.0
342,연남동,0,22,10,0,1,5,0,58,4,0,1,0,0,0,0,1,0,2,10,0,1,0,0,5,4,0.0,0.0,0.0,774.0,91.0,3.0
343,성산동,2,61,7,7,6,15,9,23,9,0,0,1,0,0,0,1,1,11,15,0,1,1,0,15,11,1.0,1.0,1.0,413.0,46.0,8.0
344,중동,0,8,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,2,0.0,0.0,0.0,42.0,4.0,2.0
345,상암동,0,89,3,6,2,9,0,16,17,0,0,0,0,0,0,0,1,15,56,0,1,1,8,5,6,1.0,0.0,0.0,666.0,101.0,7.0
346,목동,2,88,9,25,12,50,17,64,67,0,3,0,2,0,1,0,2,49,212,3,2,2,0,62,27,3.0,0.0,0.0,1168.0,185.0,18.0
347,신월동,0,80,2,13,11,45,0,24,13,0,0,0,0,0,0,1,3,26,89,2,3,1,0,79,39,3.0,0.0,0.0,922.0,89.0,12.0
348,염창동,0,37,1,8,4,13,0,13,15,0,2,0,0,0,0,0,2,15,43,0,1,0,1,11,6,2.0,0.0,0.0,226.0,46.0,4.0
349,등촌동,0,75,9,19,4,26,14,26,36,0,0,1,0,0,0,0,8,36,71,0,2,1,4,35,14,2.0,0.0,0.0,652.0,143.0,22.0
350,화곡동,3,189,10,16,17,81,5,52,56,0,2,0,0,0,0,0,12,79,196,1,4,1,4,153,60,4.0,1.0,1.0,2026.0,257.0,40.0
351,가양동,0,44,3,5,2,18,0,9,19,2,0,1,0,0,0,0,0,15,34,0,0,0,4,9,8,0.0,1.0,1.0,204.0,47.0,5.0
352,마곡동,2,71,0,8,1,8,6,45,60,3,0,0,0,0,0,0,6,41,141,0,0,1,1,20,10,0.0,0.0,0.0,1381.0,300.0,14.0
353,내발산동,0,47,6,6,0,16,0,19,16,0,2,0,0,0,0,0,4,19,53,0,1,1,2,10,6,0.0,0.0,0.0,303.0,65.0,7.0
354,외발산동,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,32.0,4.0,0.0
355,공항동,1,40,1,3,1,8,0,7,4,0,0,0,0,0,0,0,0,8,19,0,0,0,1,20,6,0.0,0.0,0.0,286.0,36.0,7.0
356,방화동,3,76,2,9,7,33,10,36,15,0,1,0,0,0,0,1,4,22,60,0,2,1,4,49,17,1.0,1.0,1.0,656.0,110.0,12.0
357,개화동,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,3.0,3.0,0.0
358,과해동,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0
359,오곡동,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0
360,오쇠동,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0
361,신도림동,2,41,2,7,0,12,5,18,8,0,0,1,1,0,0,0,0,15,60,2,0,1,1,11,4,1.0,0.0,0.0,256.0,48.0,8.0
362,구로동,3,154,5,20,6,63,18,39,39,0,13,3,1,0,0,0,5,78,214,2,3,2,3,150,34,5.0,0.0,0.0,2184.0,218.0,34.0
363,가리봉동,0,9,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,5,10,0,1,0,0,38,4,0.0,0.0,0.0,211.0,8.0,3.0
364,고척동,0,69,2,14,6,20,0,18,13,0,8,0,0,1,1,1,4,17,57,1,1,2,5,36,17,1.0,0.0,0.0,466.0,49.0,10.0
365,개봉동,0,87,0,5,8,31,1,21,15,1,3,0,0,0,0,0,3,28,93,3,1,0,4,36,13,3.0,0.0,0.0,499.0,72.0,11.0
366,오류동,0,45,2,2,2,18,0,8,9,0,1,0,0,0,1,0,3,16,60,0,1,0,2,16,5,1.0,1.0,1.0,312.0,37.0,10.0
367,궁동,0,31,0,1,1,4,0,3,0,0,0,0,0,0,0,0,0,3,7,0,1,1,0,4,2,1.0,0.0,0.0,55.0,10.0,2.0
368,온수동,1,15,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,2,7,1,0,0,2,2,2,0.0,0.0,0.0,56.0,11.0,1.0
369,천왕동,1,29,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,11,0,0,0,6,0,0,0.0,0.0,0.0,27.0,11.0,1.0
370,항동,0,30,1,0,0,1,0,3,4,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,1,0.0,0.0,0.0,48.0,17.0,2.0
371,가산동,1,105,1,13,5,14,6,19,24,1,0,0,0,0,5,0,1,11,69,0,1,0,0,40,33,1.0,0.0,0.0,1036.0,211.0,15.0
372,독산동,0,110,4,14,5,58,8,26,21,0,4,4,0,0,2,0,4,36,104,3,2,1,5,89,46,1.0,0.0,0.0,1100.0,114.0,12.0
373,시흥동,0,139,4,6,9,45,0,30,23,0,6,1,0,0,0,0,5,40,124,4,2,1,4,66,44,2.0,0.0,0.0,821.0,83.0,13.0
374,영등포동,0,14,0,1,1,3,7,11,2,0,0,0,1,0,0,0,0,6,14,0,1,0,1,14,1,0.0,0.0,0.0,162.0,27.0,4.0
375,영등포동1가,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,30.0,3.0,0.0
376,영등포동2가,0,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,2,2,0.0,0.0,0.0,50.0,14.0,0.0
377,영등포동3가,0,6,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,8,29,0,1,0,0,12,6,0.0,0.0,0.0,253.0,17.0,1.0
378,영등포동4가,0,8,1,0,0,0,12,21,3,0,0,0,1,0,1,0,3,11,21,0,0,1,0,4,4,0.0,0.0,0.0,164.0,41.0,6.0
379,영등포동5가,1,2,0,0,3,1,0,1,1,0,6,0,0,0,0,0,0,5,13,0,0,0,0,7,3,0.0,0.0,0.0,101.0,3.0,1.0
380,영등포동6가,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,7,2,0.0,0.0,0.0,71.0,7.0,0.0
381,영등포동7가,0,9,0,1,0,3,0,5,3,0,0,0,0,0,0,0,1,2,4,0,0,0,1,2,1,0.0,0.0,0.0,147.0,17.0,1.0
382,영등포동8가,0,7,0,1,0,2,0,2,4,0,0,1,0,0,0,0,2,3,9,0,0,0,0,0,2,0.0,0.0,0.0,69.0,15.0,5.0
383,여의도동,2,58,6,25,9,12,9,60,27,0,1,2,1,1,0,0,0,45,151,0,1,1,1,3,11,1.0,3.0,3.0,1676.0,252.0,18.0
384,당산동1가,0,5,1,2,0,2,0,2,2,0,1,0,0,0,0,0,0,4,6,0,0,0,0,2,0,0.0,0.0,0.0,135.0,12.0,3.0
385,당산동2가,0,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,3,1,0.0,0.0,0.0,87.0,6.0,1.0
386,당산동3가,2,5,0,2,1,2,0,7,6,0,1,0,0,0,0,0,0,2,19,0,0,0,1,20,9,0.0,0.0,0.0,295.0,30.0,1.0
387,당산동4가,0,6,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,5,16,0,0,0,3,2,2,0.0,0.0,0.0,109.0,28.0,1.0
388,당산동5가,0,19,2,2,1,5,0,6,7,0,1,0,0,0,0,0,0,6,27,0,1,0,3,4,2,0.0,0.0,0.0,84.0,15.0,2.0
389,당산동6가,0,5,0,5,1,2,0,1,5,0,0,0,0,0,0,0,0,6,31,0,0,1,0,5,4,0.0,0.0,0.0,128.0,12.0,5.0
390,당산동,1,17,0,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,37.0,8.0,1.0
391,도림동,0,24,0,2,2,14,0,7,4,1,1,0,0,0,0,0,0,7,12,1,0,0,1,12,3,0.0,0.0,0.0,149.0,19.0,0.0
392,문래동1가,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,30.0,2.0,0.0
393,문래동2가,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,2,0.0,0.0,0.0,111.0,9.0,1.0
394,문래동3가,1,20,0,6,1,3,0,7,10,0,1,1,0,0,0,0,0,11,33,0,1,0,1,6,9,1.0,0.0,0.0,312.0,47.0,7.0
395,문래동4가,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,2,0.0,0.0,0.0,62.0,4.0,0.0
396,문래동5가,0,6,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,23.0,5.0,0.0
397,문래동6가,0,8,0,2,0,2,0,2,3,0,0,0,0,0,0,0,1,3,12,0,0,0,1,0,0,0.0,0.0,0.0,60.0,9.0,1.0
398,양평동1가,0,10,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,1,3,0,1,0,0,1,1,0.0,0.0,0.0,124.0,14.0,1.0
399,양평동2가,1,6,1,3,0,3,0,3,2,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,1,0.0,0.0,0.0,104.0,10.0,1.0
400,양평동3가,0,13,0,0,1,5,0,6,4,0,1,2,0,0,0,0,0,2,4,0,0,0,0,1,2,1.0,0.0,0.0,83.0,16.0,5.0
401,양평동4가,0,8,0,5,0,4,0,5,3,0,0,0,0,0,0,0,0,3,14,1,0,0,0,8,3,0.0,0.0,0.0,233.0,26.0,1.0
402,양평동5가,0,6,0,0,1,1,0,4,3,0,0,0,0,0,0,0,1,4,7,0,0,0,0,1,1,0.0,0.0,0.0,73.0,11.0,0.0
403,양평동6가,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,17.0,2.0,0.0
404,양화동,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1.0,0.0
405,신길동,1,142,5,12,8,43,0,26,28,3,2,0,0,0,0,0,4,40,127,2,2,2,10,65,18,1.0,0.0,0.0,855.0,96.0,10.0
406,대림동,1,66,1,8,6,23,0,16,5,0,3,0,0,0,0,0,3,39,78,0,2,0,0,127,13,1.0,0.0,0.0,895.0,58.0,11.0
407,양평동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
408,노량진동,0,38,6,0,2,12,0,13,11,0,1,0,0,0,0,0,1,23,31,0,0,1,2,27,9,2.0,0.0,0.0,474.0,78.0,8.0
409,상도동,2,131,5,10,4,33,0,34,19,2,2,0,0,0,0,0,1,52,129,4,1,2,7,42,21,1.0,1.0,1.0,635.0,91.0,8.0
410,상도1동,1,16,0,0,0,5,0,6,3,0,0,0,0,0,0,0,1,6,24,0,0,0,0,7,0,1.0,0.0,0.0,111.0,27.0,3.0
411,본동,0,26,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,4,5,0,1,0,2,1,1,0.0,0.0,0.0,24.0,5.0,0.0
412,흑석동,0,50,3,3,3,13,0,7,5,0,1,0,0,0,0,0,1,24,39,2,0,0,4,8,12,1.0,0.0,0.0,336.0,41.0,6.0
413,동작동,1,16,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,5.0,3.0,0.0
414,사당동,5,82,5,9,5,42,8,35,16,0,1,0,0,1,0,0,3,44,151,2,2,0,4,62,14,1.0,0.0,0.0,928.0,125.0,15.0
415,대방동,2,50,3,5,3,13,0,9,13,0,1,0,0,1,0,1,1,17,58,1,2,0,0,9,6,1.0,0.0,0.0,207.0,34.0,6.0
416,신대방동,1,41,0,10,4,22,6,13,13,0,1,0,0,0,0,0,3,23,48,0,1,1,1,20,7,0.0,0.0,0.0,330.0,67.0,4.0
417,봉천동,2,210,16,26,10,91,5,66,71,3,5,0,0,1,1,1,6,95,269,5,3,2,5,101,33,3.0,0.0,0.0,2119.0,281.0,23.0
418,신림동,1,273,19,14,15,123,8,68,66,0,1,0,0,1,0,3,8,103,257,4,5,2,5,163,48,2.0,3.0,3.0,2330.0,306.0,33.0
419,남현동,0,6,0,2,1,4,0,9,4,0,0,1,0,0,0,0,1,9,27,0,1,0,1,12,2,0.0,1.0,1.0,189.0,25.0,4.0
420,방배동,3,159,7,34,9,47,0,44,56,0,2,0,0,0,0,0,7,37,200,3,3,1,0,57,40,1.0,0.0,0.0,1153.0,209.0,24.0
421,양재동,0,70,3,19,5,21,0,36,20,0,1,2,0,0,0,0,1,22,74,0,1,1,0,71,52,1.0,0.0,0.0,963.0,142.0,23.0
422,우면동,0,38,1,1,1,6,0,7,7,0,0,0,0,0,0,0,0,6,25,1,1,0,0,1,5,0.0,2.0,2.0,83.0,38.0,2.0
423,원지동,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,29.0,9.0,0.0
424,잠원동,2,38,1,13,7,13,0,19,16,0,2,1,1,0,0,0,1,23,157,1,0,0,0,41,11,1.0,0.0,0.0,487.0,65.0,10.0
425,반포동,2,81,2,25,5,25,5,53,40,0,6,0,1,0,0,0,2,36,149,2,2,2,0,25,12,1.0,0.0,0.0,787.0,148.0,19.0
426,서초동,5,182,6,67,10,60,8,77,121,0,5,1,0,0,0,0,9,102,527,0,3,2,0,83,80,3.0,6.0,6.0,2140.0,374.0,30.0
427,내곡동,0,26,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,6,0,1,0,0,0,0,0.0,0.0,0.0,28.0,6.0,0.0
428,염곡동,0,13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,5.0,7.0,0.0
429,신원동,0,24,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,1.0,0.0,0.0,51.0,16.0,2.0
430,역삼동,2,71,7,65,21,69,19,74,91,2,4,1,0,0,0,0,7,101,513,1,1,1,11,65,47,2.0,0.0,0.0,3057.0,375.0,63.0
431,개포동,0,76,3,14,3,28,0,20,12,0,2,0,0,0,0,0,1,26,93,0,1,1,9,16,16,1.0,1.0,1.0,396.0,55.0,17.0
432,청담동,1,25,0,27,5,22,0,23,60,0,2,0,1,0,0,0,6,27,246,1,1,0,2,10,3,2.0,1.0,1.0,960.0,80.0,7.0
433,삼성동,6,56,1,37,6,29,31,67,37,3,0,0,1,1,2,0,6,34,173,1,2,1,6,18,12,1.0,0.0,0.0,1221.0,165.0,41.0
434,대치동,2,66,7,52,13,30,0,45,58,0,5,0,1,0,0,0,6,47,242,1,2,0,8,25,23,3.0,2.0,2.0,1363.0,206.0,41.0
435,논현동,3,44,3,48,16,53,21,49,75,4,3,0,0,0,0,0,16,76,414,0,2,1,2,34,27,1.0,0.0,0.0,2018.0,227.0,33.0
436,압구정동,0,17,2,3,1,10,0,42,2,0,1,0,3,0,0,0,0,6,14,1,1,0,2,0,0,0.0,0.0,0.0,98.0,23.0,5.0
437,세곡동,0,34,0,1,1,2,0,2,2,0,0,0,0,0,0,0,2,6,17,0,1,0,6,3,1,0.0,0.0,0.0,76.0,20.0,5.0
438,자곡동,0,17,0,2,0,4,0,4,1,0,0,0,0,0,0,0,0,5,10,0,0,0,6,0,0,2.0,1.0,1.0,80.0,15.0,3.0
439,율현동,0,12,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0.0,0.0,0.0,29.0,6.0,1.0
440,일원동,2,41,2,13,2,13,0,13,7,0,1,0,0,0,0,0,1,25,50,0,1,0,4,17,8,2.0,1.0,1.0,221.0,31.0,10.0
441,수서동,1,27,0,6,0,7,0,10,4,0,0,0,0,0,0,0,1,14,41,1,1,1,4,4,6,0.0,0.0,0.0,194.0,28.0,8.0
442,도곡동,2,42,3,24,6,16,7,23,27,2,0,0,0,0,0,0,7,28,126,1,0,0,7,11,8,1.0,0.0,0.0,490.0,68.0,23.0
443,잠실동,4,42,4,15,7,33,0,48,42,1,3,0,1,1,0,0,0,55,178,3,1,2,8,62,16,3.0,1.0,1.0,1004.0,111.0,42.0
444,신천동,4,21,5,5,3,10,21,31,15,1,0,2,1,0,2,0,0,35,91,0,2,0,5,2,1,1.0,2.0,2.0,418.0,66.0,2.0
445,풍납동,0,32,1,3,3,20,0,11,6,1,0,0,0,0,0,0,2,36,29,1,1,0,3,19,3,0.0,0.0,0.0,217.0,20.0,2.0
446,송파동,0,19,2,9,2,21,0,23,31,1,0,0,0,0,0,0,2,23,65,1,0,0,4,26,10,0.0,0.0,0.0,579.0,72.0,6.0
447,석촌동,2,17,2,6,5,22,0,14,18,1,1,0,0,0,0,0,2,29,69,1,0,0,1,41,9,1.0,0.0,0.0,582.0,39.0,7.0
448,삼전동,1,12,0,8,2,18,0,11,19,1,0,0,0,0,0,0,3,16,43,0,1,0,1,25,10,0.0,0.0,0.0,314.0,30.0,4.0
449,가락동,5,61,3,19,5,31,0,27,20,5,0,0,0,0,0,0,7,51,122,1,1,1,5,115,19,1.0,0.0,0.0,937.0,101.0,6.0
450,문정동,1,48,2,16,5,23,17,29,35,1,1,1,0,0,1,0,3,34,100,1,1,0,11,34,12,0.0,0.0,0.0,1210.0,157.0,18.0
451,장지동,2,48,0,0,0,5,0,16,8,0,0,0,0,0,0,0,0,10,29,1,1,0,6,0,0,2.0,0.0,0.0,166.0,27.0,2.0
452,방이동,5,45,2,17,3,23,0,21,30,1,1,0,0,0,0,0,3,37,86,0,1,1,4,73,23,1.0,4.0,4.0,912.0,83.0,5.0
453,오금동,2,32,0,13,2,20,0,12,12,1,1,0,0,0,0,0,2,14,30,0,1,0,6,17,7,1.0,0.0,0.0,274.0,29.0,5.0
454,거여동,1,41,1,5,3,17,0,10,11,0,0,0,0,0,0,0,3,19,52,0,0,0,6,26,9,1.0,0.0,0.0,234.0,26.0,4.0
455,마천동,1,28,1,3,2,15,0,7,2,0,2,0,0,0,0,0,2,21,43,1,1,2,12,24,10,1.0,0.0,0.0,315.0,22.0,4.0
456,명일동,2,40,5,12,3,12,0,23,17,0,1,2,0,0,0,0,2,37,110,2,1,0,0,29,12,1.0,0.0,0.0,377.0,71.0,16.0
457,고덕동,1,40,1,1,1,10,0,13,6,1,0,0,0,0,0,0,1,10,35,0,1,1,1,8,4,1.0,1.0,1.0,208.0,49.0,5.0
458,상일동,2,59,1,6,1,11,0,11,5,0,0,0,0,0,0,0,1,7,10,0,1,1,2,8,2,1.0,0.0,0.0,188.0,41.0,8.0
459,길동,1,36,1,9,4,17,0,16,18,2,2,0,0,0,0,0,1,36,82,1,0,1,0,40,19,1.0,0.0,0.0,578.0,64.0,11.0
460,둔촌동,3,37,1,6,2,9,0,8,8,0,0,0,0,0,0,0,0,16,18,0,2,0,1,15,5,1.0,0.0,0.0,187.0,34.0,3.0
461,암사동,1,29,3,8,3,23,0,22,16,1,0,0,0,0,0,0,0,23,69,1,1,1,1,29,12,1.0,0.0,0.0,411.0,69.0,9.0
462,성내동,1,54,3,14,4,35,19,34,30,1,2,0,0,0,0,0,5,40,125,1,1,1,0,60,25,1.0,0.0,0.0,982.0,142.0,20.0
463,천호동,3,51,3,7,3,47,6,37,14,0,2,2,1,0,0,1,6,58,141,2,1,1,0,44,22,2.0,0.0,0.0,1001.0,136.0,28.0
464,강일동,0,49,0,1,0,9,0,8,3,0,0,0,0,0,0,0,0,13,28,0,1,0,4,1,1,1.0,0.0,0.0,58.0,16.0,4.0
