,법정동명,지하철역,버스정류소,서점,골프연습장업,목욕장업,세탁업,영화상영관,제과점영업,체력단련장업,구분없음,대규모점포,대형마트,백화점,복합쇼핑몰,쇼핑센터,시장,병원,약국,의원,치안센터,경찰서,119안전센터,공원수,노래방수,당구장,도서관,박물관미술관,우체국,음식점수,카페수,패스트푸드,경양식,분식,일식,중국식,한식,의료,생활편의시설,교통,쇼핑시설,장보기시설,생활복지시설,여가
355,내발산동,0,47,6,6,0,16,0,19,16,0,2,0,0,0,0,0,4,19,53,0,1,1,2,10,6,0,0,0,303,65,7,25,22,19,11,158,76,16,47,6,21,2,40
356,외발산동,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,4,0,7,1,3,1,17,1,0,20,0,3,0,0
357,공항동,1,40,1,3,1,8,0,7,4,0,0,0,0,0,0,0,0,8,19,0,0,0,1,20,6,0,0,0,286,36,7,15,13,6,10,184,27,9,41,1,7,0,34
358,방화동,3,76,2,9,7,33,10,36,15,0,1,0,0,0,0,1,4,22,60,0,2,1,4,49,17,1,1,1,656,110,12,51,47,24,25,366,86,40,79,2,38,5,105
359,개화동,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,3,0,0,1,0,0,2,0,0,10,0,0,2,1
360,과해동,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,3,0,0,0,0
361,오곡동,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0
362,오쇠동,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0
363,신도림동,2,41,2,7,0,12,5,18,8,0,0,1,1,0,0,0,0,15,60,2,0,1,1,11,4,1,0,0,256,48,8,7,21,14,11,124,75,12,43,3,19,4,36
364,구로동,3,154,5,20,6,63,18,39,39,0,13,3,1,0,0,0,5,78,214,2,3,2,3,150,34,5,0,0,2184,218,34,59,158,101,191,973,297,69,157,6,55,12,264
365,가리봉동,0,9,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,5,10,0,1,0,0,38,4,0,0,0,211,8,3,1,13,3,55,65,16,5,9,0,0,1,43
366,고척동,0,69,2,14,6,20,0,18,13,0,8,0,0,1,1,1,4,17,57,1,1,2,5,36,17,1,0,0,466,49,10,8,66,9,21,206,78,26,69,4,27,5,85
367,개봉동,0,87,0,5,8,31,1,21,15,1,3,0,0,0,0,0,3,28,93,3,1,0,4,36,13,3,0,0,499,72,11,7,47,11,24,236,124,39,87,0,25,7,74
368,오류동,0,45,2,2,2,18,0,8,9,0,1,0,0,0,1,0,3,16,60,0,1,0,2,16,5,1,1,1,312,37,10,7,29,11,15,155,79,20,45,3,9,3,35
369,궁동,0,31,0,1,1,4,0,3,0,0,0,0,0,0,0,0,0,3,7,0,1,1,0,4,2,1,0,0,55,10,2,0,9,0,2,29,10,5,31,0,3,3,7
370,온수동,1,15,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,2,7,1,0,0,2,2,2,0,0,0,56,11,1,0,2,2,2,35,9,5,16,0,3,1,8
371,천왕동,1,29,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,11,0,0,0,6,0,0,0,0,0,27,11,1,0,4,1,1,10,12,1,30,0,3,0,8
372,항동,0,30,1,0,0,1,0,3,4,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,1,0,0,0,48,17,2,1,3,3,4,20,10,1,30,1,3,0,6
373,가산동,1,105,1,13,5,14,6,19,24,1,0,0,0,0,5,0,1,11,69,0,1,0,0,40,33,1,0,0,1036,211,15,39,49,54,68,536,81,19,106,6,20,2,116
374,독산동,0,110,4,14,5,58,8,26,21,0,4,4,0,0,2,0,4,36,104,3,2,1,5,89,46,1,0,0,1100,114,12,32,84,18,79,521,144,63,110,6,34,7,183
375,시흥동,0,139,4,6,9,45,0,30,23,0,6,1,0,0,0,0,5,40,124,4,2,1,4,66,44,2,0,0,821,83,13,13,72,18,45,412,169,54,139,4,37,9,143
376,영등포동,0,14,0,1,1,3,7,11,2,0,0,0,1,0,0,0,0,6,14,0,1,0,1,14,1,0,0,0,162,27,4,11,17,8,12,81,20,4,14,1,11,1,26
377,영등포동1가,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,4,4,1,2,10,0,1,2,0,0,0,1
378,영등포동2가,0,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,2,2,0,0,0,50,14,0,2,5,0,2,33,4,3,5,0,0,1,6
379,영등포동3가,0,6,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,8,29,0,1,0,0,12,6,0,0,0,253,17,1,10,20,14,7,141,37,2,6,1,2,1,18
380,영등포동4가,0,8,1,0,0,0,12,21,3,0,0,0,1,0,1,0,3,11,21,0,0,1,0,4,4,0,0,0,164,41,6,18,9,19,13,64,35,0,8,3,21,1,23
381,영등포동5가,1,2,0,0,3,1,0,1,1,0,6,0,0,0,0,0,0,5,13,0,0,0,0,7,3,0,0,0,101,3,1,0,11,2,1,76,18,4,3,0,7,0,11
382,영등포동6가,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,7,2,0,0,0,71,7,0,2,6,5,5,38,19,0,3,0,1,0,10
383,영등포동7가,0,9,0,1,0,3,0,5,3,0,0,0,0,0,0,0,1,2,4,0,0,0,1,2,1,0,0,0,147,17,1,9,10,14,7,59,7,3,9,0,5,0,8
384,영등포동8가,0,7,0,1,0,2,0,2,4,0,0,1,0,0,0,0,2,3,9,0,0,0,0,0,2,0,0,0,69,15,5,3,6,5,4,34,14,2,7,0,3,0,7
385,여의도동,2,58,6,25,9,12,9,60,27,0,1,2,1,1,0,0,0,45,151,0,1,1,1,3,11,1,3,3,1676,252,18,155,130,160,77,745,196,21,60,8,63,6,79
386,당산동1가,0,5,1,2,0,2,0,2,2,0,1,0,0,0,0,0,0,4,6,0,0,0,0,2,0,0,0,0,135,12,3,3,10,5,6,62,10,2,5,1,3,0,6
387,당산동2가,0,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,3,1,0,0,0,87,6,1,2,11,1,3,45,8,1,6,1,2,0,4
388,당산동3가,2,5,0,2,1,2,0,7,6,0,1,0,0,0,0,0,0,2,19,0,0,0,1,20,9,0,0,0,295,30,1,11,29,18,10,139,21,3,7,0,8,0,38
389,당산동4가,0,6,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,5,16,0,0,0,3,2,2,0,0,0,109,28,1,5,11,9,6,48,21,4,6,0,3,0,12
390,당산동5가,0,19,2,2,1,5,0,6,7,0,1,0,0,0,0,0,0,6,27,0,1,0,3,4,2,0,0,0,84,15,2,9,5,5,2,36,33,6,19,2,7,1,18
391,당산동6가,0,5,0,5,1,2,0,1,5,0,0,0,0,0,0,0,0,6,31,0,0,1,0,5,4,0,0,0,128,12,5,3,12,3,5,67,37,3,5,0,1,1,19
392,당산동,1,17,0,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,37,8,1,1,3,4,3,19,0,5,18,0,1,1,5
393,도림동,0,24,0,2,2,14,0,7,4,1,1,0,0,0,0,0,0,7,12,1,0,0,1,12,3,0,0,0,149,19,0,4,20,1,14,62,19,16,24,0,9,1,22
394,문래동1가,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,2,0,0,2,0,2,21,1,0,3,0,0,0,0
395,문래동2가,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,2,0,0,0,111,9,1,13,2,4,2,47,5,1,3,1,1,0,3
396,문래동3가,1,20,0,6,1,3,0,7,10,0,1,1,0,0,0,0,0,11,33,0,1,0,1,6,9,1,0,0,312,47,7,21,22,19,13,155,44,4,21,0,9,2,32
397,문래동4가,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,2,0,0,0,62,4,0,2,8,3,3,35,3,1,2,0,0,0,5
398,문래동5가,0,6,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23,5,0,1,1,0,2,11,0,2,6,0,0,0,5
399,문래동6가,0,8,0,2,0,2,0,2,3,0,0,0,0,0,0,0,1,3,12,0,0,0,1,0,0,0,0,0,60,9,1,2,5,5,1,25,16,2,8,0,2,0,6
400,양평동1가,0,10,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,1,3,0,1,0,0,1,1,0,0,0,124,14,1,2,15,14,5,63,4,0,10,0,7,1,3
401,양평동2가,1,6,1,3,0,3,0,3,2,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,1,0,0,0,104,10,1,0,7,1,2,58,10,3,7,1,3,0,9
402,양평동3가,0,13,0,0,1,5,0,6,4,0,1,2,0,0,0,0,0,2,4,0,0,0,0,1,2,1,0,0,83,16,5,2,8,4,6,33,6,6,13,0,9,1,7
403,양평동4가,0,8,0,5,0,4,0,5,3,0,0,0,0,0,0,0,0,3,14,1,0,0,0,8,3,0,0,0,233,26,1,11,9,11,9,125,17,4,8,0,5,1,19
404,양평동5가,0,6,0,0,1,1,0,4,3,0,0,0,0,0,0,0,1,4,7,0,0,0,0,1,1,0,0,0,73,11,0,4,3,2,3,32,12,2,6,0,4,0,5
405,양평동6가,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,2,7,0,1,4,1,0,0,0
406,양화동,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,0,0,6,0,0,0,0
407,신길동,1,142,5,12,8,43,0,26,28,3,2,0,0,0,0,0,4,40,127,2,2,2,10,65,18,1,0,0,855,96,10,23,99,30,48,432,171,51,143,5,31,7,133
408,대림동,1,66,1,8,6,23,0,16,5,0,3,0,0,0,0,0,3,39,78,0,2,0,0,127,13,1,0,0,895,58,11,5,63,10,273,306,120,29,67,1,19,3,153
409,양평동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410,노량진동,0,38,6,0,2,12,0,13,11,0,1,0,0,0,0,0,1,23,31,0,0,1,2,27,9,2,0,0,474,78,8,19,45,24,26,195,55,14,38,6,14,3,49
411,상도동,2,131,5,10,4,33,0,34,19,2,2,0,0,0,0,0,1,52,129,4,1,2,7,42,21,1,1,1,635,91,8,23,54,22,21,265,182,37,133,5,38,9,100
412,상도1동,1,16,0,0,0,5,0,6,3,0,0,0,0,0,0,0,1,6,24,0,0,0,0,7,0,1,0,0,111,27,3,7,13,5,4,39,31,5,17,0,6,1,10
413,본동,0,26,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,4,5,0,1,0,2,1,1,0,0,0,24,5,0,0,5,0,1,12,9,5,26,0,2,1,5
414,흑석동,0,50,3,3,3,13,0,7,5,0,1,0,0,0,0,0,1,24,39,2,0,0,4,8,12,1,0,0,336,41,6,25,30,13,11,131,64,16,50,3,8,3,32
415,동작동,1,16,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,0,0,1,0,0,2,0,1,17,0,3,1,2
416,사당동,5,82,5,9,5,42,8,35,16,0,1,0,0,1,0,0,3,44,151,2,2,0,4,62,14,1,0,0,928,125,15,40,64,56,22,389,198,47,87,6,36,5,113
417,대방동,2,50,3,5,3,13,0,9,13,0,1,0,0,1,0,1,1,17,58,1,2,0,0,9,6,1,0,0,207,34,6,8,16,8,9,79,76,16,52,4,11,4,33
418,신대방동,1,41,0,10,4,22,6,13,13,0,1,0,0,0,0,0,3,23,48,0,1,1,1,20,7,0,0,0,330,67,4,19,32,16,23,132,74,26,42,0,14,2,57
419,봉천동,2,210,16,26,10,91,5,66,71,3,5,0,0,1,1,1,6,95,269,5,3,2,5,101,33,3,0,0,2119,281,23,195,185,132,70,906,370,101,212,18,75,13,241
420,신림동,1,273,19,14,15,123,8,68,66,0,1,0,0,1,0,3,8,103,257,4,5,2,5,163,48,2,3,3,2330,306,33,154,248,109,94,1072,368,138,274,20,72,16,307
421,남현동,0,6,0,2,1,4,0,9,4,0,0,1,0,0,0,0,1,9,27,0,1,0,1,12,2,0,1,1,189,25,4,8,15,3,9,92,37,5,6,0,10,2,22
422,방배동,3,159,7,34,9,47,0,44,56,0,2,0,0,0,0,0,7,37,200,3,3,1,0,57,40,1,0,0,1153,209,24,97,96,72,44,508,244,56,162,7,46,8,187
423,양재동,0,70,3,19,5,21,0,36,20,0,1,2,0,0,0,0,1,22,74,0,1,1,0,71,52,1,0,0,963,142,23,68,55,42,31,490,97,26,70,3,39,3,162
424,우면동,0,38,1,1,1,6,0,7,7,0,0,0,0,0,0,0,0,6,25,1,1,0,0,1,5,0,2,2,83,38,2,2,14,7,5,26,31,7,38,1,7,4,16
425,원지동,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,9,0,2,2,0,0,19,1,0,7,0,0,0,0
426,잠원동,2,38,1,13,7,13,0,19,16,0,2,1,1,0,0,0,1,23,157,1,0,0,0,41,11,1,0,0,487,65,10,39,34,29,21,233,181,20,40,2,22,2,81
427,반포동,2,81,2,25,5,25,5,53,40,0,6,0,1,0,0,0,2,36,149,2,2,2,0,25,12,1,0,0,787,148,19,106,54,52,31,291,187,30,83,3,59,7,107
428,서초동,5,182,6,67,10,60,8,77,121,0,5,1,0,0,0,0,9,102,527,0,3,2,0,83,80,3,6,6,2140,374,30,187,146,128,89,992,638,70,187,6,83,14,365
429,내곡동,0,26,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,6,0,1,0,0,0,0,0,0,0,28,6,0,2,2,0,0,20,10,1,26,0,2,1,0
430,염곡동,0,13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,7,0,0,1,0,0,2,1,2,13,0,1,1,0
431,신원동,0,24,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,1,0,0,51,16,2,0,1,2,1,30,7,3,24,0,1,1,1
432,역삼동,2,71,7,65,21,69,19,74,91,2,4,1,0,0,0,0,7,101,513,1,1,1,11,65,47,2,0,0,3057,375,63,492,211,209,112,1372,621,90,73,7,81,5,298
433,개포동,0,76,3,14,3,28,0,20,12,0,2,0,0,0,0,0,1,26,93,0,1,1,9,16,16,1,1,1,396,55,17,38,50,21,11,195,120,31,76,3,22,4,68
434,청담동,1,25,0,27,5,22,0,23,60,0,2,0,1,0,0,0,6,27,246,1,1,0,2,10,3,2,1,1,960,80,7,303,45,110,16,266,279,27,26,1,25,5,103
435,삼성동,6,56,1,37,6,29,31,67,37,3,0,0,1,1,2,0,6,34,173,1,2,1,6,18,12,1,0,0,1221,165,41,219,87,93,44,488,213,35,62,5,70,5,141
436,대치동,2,66,7,52,13,30,0,45,58,0,5,0,1,0,0,0,6,47,242,1,2,0,8,25,23,3,2,2,1363,206,41,171,140,106,59,599,295,43,68,8,50,8,168
437,논현동,3,44,3,48,16,53,21,49,75,4,3,0,0,0,0,0,16,76,414,0,2,1,2,34,27,1,0,0,2018,227,33,322,152,139,54,846,506,69,47,3,56,4,207
438,압구정동,0,17,2,3,1,10,0,42,2,0,1,0,3,0,0,0,0,6,14,1,1,0,2,0,0,0,0,0,98,23,5,16,14,11,5,31,20,11,17,5,43,2,7
439,세곡동,0,34,0,1,1,2,0,2,2,0,0,0,0,0,0,0,2,6,17,0,1,0,6,3,1,0,0,0,76,20,5,2,6,3,1,38,25,3,34,0,2,1,13
440,자곡동,0,17,0,2,0,4,0,4,1,0,0,0,0,0,0,0,0,5,10,0,0,0,6,0,0,2,1,1,80,15,3,5,3,3,3,38,15,4,17,0,4,3,10
441,율현동,0,12,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,29,6,1,2,1,1,1,16,6,0,12,0,2,1,2
442,일원동,2,41,2,13,2,13,0,13,7,0,1,0,0,0,0,0,1,25,50,0,1,0,4,17,8,2,1,1,221,31,10,18,30,12,9,107,76,15,43,2,14,4,50
443,수서동,1,27,0,6,0,7,0,10,4,0,0,0,0,0,0,0,1,14,41,1,1,1,4,4,6,0,0,0,194,28,8,6,27,11,7,108,56,7,28,0,10,3,24
444,도곡동,2,42,3,24,6,16,7,23,27,2,0,0,0,0,0,0,7,28,126,1,0,0,7,11,8,1,0,0,490,68,23,84,29,31,18,198,161,22,44,3,25,2,84
445,잠실동,4,42,4,15,7,33,0,48,42,1,3,0,1,1,0,0,0,55,178,3,1,2,8,62,16,3,1,1,1004,111,42,53,77,53,30,425,233,40,46,6,52,10,144
446,신천동,4,21,5,5,3,10,21,31,15,1,0,2,1,0,2,0,0,35,91,0,2,0,5,2,1,1,2,2,418,66,2,28,30,23,17,151,126,13,25,8,34,5,51
447,풍납동,0,32,1,3,3,20,0,11,6,1,0,0,0,0,0,0,2,36,29,1,1,0,3,19,3,0,0,0,217,20,2,3,26,7,6,112,67,23,32,1,12,2,34
448,송파동,0,19,2,9,2,21,0,23,31,1,0,0,0,0,0,0,2,23,65,1,0,0,4,26,10,0,0,0,579,72,6,44,53,35,13,185,90,23,19,2,24,1,80
449,석촌동,2,17,2,6,5,22,0,14,18,1,1,0,0,0,0,0,2,29,69,1,0,0,1,41,9,1,0,0,582,39,7,31,50,24,13,264,100,27,19,2,16,2,75
450,삼전동,1,12,0,8,2,18,0,11,19,1,0,0,0,0,0,0,3,16,43,0,1,0,1,25,10,0,0,0,314,30,4,16,25,14,6,137,62,20,13,0,12,1,63
451,가락동,5,61,3,19,5,31,0,27,20,5,0,0,0,0,0,0,7,51,122,1,1,1,5,115,19,1,0,0,937,101,6,30,66,74,25,448,180,36,66,3,32,4,178
452,문정동,1,48,2,16,5,23,17,29,35,1,1,1,0,0,1,0,3,34,100,1,1,0,11,34,12,0,0,0,1210,157,18,51,67,88,42,489,137,28,49,3,32,2,125
453,장지동,2,48,0,0,0,5,0,16,8,0,0,0,0,0,0,0,0,10,29,1,1,0,6,0,0,2,0,0,166,27,2,8,12,5,12,57,39,5,50,0,16,4,14
454,방이동,5,45,2,17,3,23,0,21,30,1,1,0,0,0,0,0,3,37,86,0,1,1,4,73,23,1,4,4,912,83,5,50,46,51,18,434,126,26,50,2,23,7,151
455,오금동,2,32,0,13,2,20,0,12,12,1,1,0,0,0,0,0,2,14,30,0,1,0,6,17,7,1,0,0,274,29,5,14,24,12,8,134,46,22,34,0,14,2,55
456,거여동,1,41,1,5,3,17,0,10,11,0,0,0,0,0,0,0,3,19,52,0,0,0,6,26,9,1,0,0,234,26,4,6,15,8,5,100,74,20,42,1,10,1,57
457,마천동,1,28,1,3,2,15,0,7,2,0,2,0,0,0,0,0,2,21,43,1,1,2,12,24,10,1,0,0,315,22,4,10,38,7,8,145,66,17,29,1,9,5,51
458,명일동,2,40,5,12,3,12,0,23,17,0,1,2,0,0,0,0,2,37,110,2,1,0,0,29,12,1,0,0,377,71,16,24,50,17,11,172,149,15,42,5,26,4,70
459,고덕동,1,40,1,1,1,10,0,13,6,1,0,0,0,0,0,0,1,10,35,0,1,1,1,8,4,1,1,1,208,49,5,17,26,10,9,87,46,11,41,1,14,4,21
460,상일동,2,59,1,6,1,11,0,11,5,0,0,0,0,0,0,0,1,7,10,0,1,1,2,8,2,1,0,0,188,41,8,6,16,7,10,88,18,12,61,1,11,3,23
461,길동,1,36,1,9,4,17,0,16,18,2,2,0,0,0,0,0,1,36,82,1,0,1,0,40,19,1,0,0,578,64,11,13,33,22,25,316,119,21,37,1,20,3,86
462,둔촌동,3,37,1,6,2,9,0,8,8,0,0,0,0,0,0,0,0,16,18,0,2,0,1,15,5,1,0,0,187,34,3,7,14,5,3,102,34,11,40,1,8,3,35
463,암사동,1,29,3,8,3,23,0,22,16,1,0,0,0,0,0,0,0,23,69,1,1,1,1,29,12,1,0,0,411,69,9,11,36,25,16,193,92,26,30,3,23,4,66
464,성내동,1,54,3,14,4,35,19,34,30,1,2,0,0,0,0,0,5,40,125,1,1,1,0,60,25,1,0,0,982,142,20,50,68,46,31,462,170,39,55,3,37,4,148
465,천호동,3,51,3,7,3,47,6,37,14,0,2,2,1,0,0,1,6,58,141,2,1,1,0,44,22,2,0,0,1001,136,28,37,77,51,34,472,205,50,54,4,42,6,93
466,강일동,0,49,0,1,0,9,0,8,3,0,0,0,0,0,0,0,0,13,28,0,1,0,4,1,1,1,0,0,58,16,4,1,4,5,2,22,41,9,49,0,8,2,10
